Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.006961085614734899,0.0,0.0,0.0,0.0
13,0.0,0.0,0.006961085614734899,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0372667699829235,0.0,0.0,0.002221651614796423,0.0
15,0.0,0.0,0.0372667699829235,0.0,0.0,0.002221651614796423,0.006856106727461555
16,0.0,0.08961108389759727,0.03785801990100572,0.0,0.0,0.0022216516147964224,0.042979397470274266
17,0.0,0.08961108389759727,0.03785801990100572,0.0,0.0,0.0022216516147964224,0.07076426061321149
18,0.0,0.14571855127561095,0.20654688613172106,0.0,0.0,0.016032715856614355,0.07076426061321149
19,0.0,0.14571855127561095,0.20654688613172106,0.0,0.0,0.016032715856614355,0.07076426061321149
20,0.0956023968989271,0.22451860959084602,0.45932555741737224,0.0,0.0,0.016032715856614352,0.07076426061321149
21,0.0956023968989271,0.22451860959084602,0.45932555741737224,0.0,0.0,0.016032715856614352,0.0864711560937481
22,0.0956023968989271,0.309801529002367,0.737516574797179,0.0026406208256719342,0.0,0.019632670743155608,0.11443266406946762
23,0.0956023968989271,0.309801529002367,0.737516574797179,0.0026406208256719342,0.0,0.019632670743155608,0.13123688115792126
