Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,2.683057260224627E-4,5.866500689071018E-4,0.0,0.0,0.0,0.0
17,0.0,2.683057260224627E-4,5.866500689071018E-4,0.0,0.0,0.0,0.0
18,0.0,2.683057260224627E-4,0.010904778881510209,0.0,0.0,0.0,0.0
19,0.0,2.683057260224627E-4,0.010904778881510209,0.0,0.0,0.0,0.0
20,0.0,0.0011866567063462774,0.07109824363624925,0.0,0.0,0.0,0.0
21,0.0,0.0011866567063462774,0.07109824363624925,0.0,0.0,0.0,0.0
22,0.0,0.007464616956571137,0.31137269168267717,0.0,0.0,0.0,8.373387033180387E-5
23,0.0,0.007464616956571137,0.31137269168267717,0.0,0.0,0.0,8.373387033180387E-5
24,0.0,0.053419899327002945,0.98084104970474,0.0,0.0,4.731259485906043E-5,1.7654387290429608E-4
25,0.0,0.053419899327002945,0.98084104970474,0.0,0.0,4.731259485906043E-5,2.616749518306011E-4
