Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,5.696721194481604E-4,0.012814576104117669,0.0,0.0,0.0,0.0
15,0.0,5.696721194481604E-4,0.012814576104117669,0.0,0.0,0.0,0.0
16,0.0,0.03179969485899761,0.12218815181925254,0.0,0.0,0.0,0.0
17,0.0,0.03179969485899761,0.12218815181925254,0.0,0.0,0.0,0.0
18,0.0,0.08913888923297109,0.7937742741421364,0.0,0.0,0.002886700990197671,0.0
19,0.0,0.08913888923297109,0.7937742741421364,0.0,0.0,0.002886700990197671,0.0
20,0.0,0.584576577532184,3.2324639629096956,0.0,0.0,0.056402015832882624,0.0
21,0.0,0.584576577532184,3.2324639629096956,0.0,0.0,0.056402015832882624,0.0
22,0.0010276116486736615,1.8800580233663755,6.901988272230073,0.0,5.371690178682665E-4,0.10997300823250922,0.0
23,0.0010276116486736615,1.8800580233663755,6.901988272230073,0.0,5.371690178682665E-4,0.10997300823250922,0.0
24,0.021894714584464688,5.352810292599081,12.969961699892195,0.01275058485376927,0.03905911129213834,0.7432631071125522,0.0
